LotArea,OverallQual,OverallCond,GrLivArea,FullBath,BedroomAbvGr,GarageCars,SaleCondition,SalePrice
12803,7,5,1494,2,3,2,Normal,221000
13600,7,6,1986,2,3,2,Normal,205000
12464,5,5,1040,1,3,2,Normal,152000
7800,5,8,2008,3,3,1,Normal,225000
12168,8,6,3194,2,4,2,Alloca,359100
7943,4,5,1029,1,3,1,Normal,118500
11050,9,5,2153,2,3,3,Normal,313000
10395,6,6,1032,2,3,2,Normal,148000
11885,8,5,1872,2,3,2,Normal,261500
8402,5,5,1120,1,3,0,Partial,147000
1491,4,6,630,1,1,0,Normal,75500
8800,6,7,1054,1,3,2,Abnorml,137500
7861,6,5,1509,2,3,2,Normal,183200
7227,6,6,832,1,2,2,Normal,105500
11694,9,5,1828,2,3,3,Partial,314813
12244,8,5,2262,2,4,3,Normal,305000
8248,3,3,864,1,2,0,Normal,67000
10800,6,7,2614,2,4,2,Normal,240000
7064,5,6,980,1,3,2,Normal,135000
2117,6,5,1512,2,2,2,Normal,168500
10400,6,5,1790,1,4,2,Normal,165150
10000,6,6,1116,1,3,2,Normal,160000
12342,5,5,1422,1,3,1,Normal,139900
9600,6,6,1520,1,3,1,Normal,153000
11606,5,5,2080,1,5,2,Family,135000
9020,6,5,1350,1,3,2,Normal,168500
9000,5,6,1750,1,3,1,Abnorml,124000
4590,8,5,1554,2,2,2,Normal,209500
11900,7,5,1411,2,3,2,Family,82500
9250,5,7,1056,1,3,1,Normal,139400
6979,6,5,1056,0,0,2,Normal,144000
10896,6,7,3395,2,8,0,Abnorml,200000
6120,2,3,800,1,1,0,Normal,60000
6000,5,4,1387,2,3,1,Normal,93000
8777,5,7,796,1,2,0,Normal,85000
3982,8,5,1567,2,1,3,Partial,264561
12677,8,5,1518,1,1,2,Normal,274000
7050,7,5,1929,2,3,2,Normal,226000
13860,8,7,2704,2,4,2,Normal,345000
10793,5,5,1620,2,4,2,Normal,152000
9187,9,5,1766,2,2,3,Partial,370878
10530,6,5,981,1,3,2,Normal,143250
7200,5,5,1048,1,3,2,Normal,98300
10452,6,5,1094,1,3,2,Normal,155000
7700,6,5,1839,1,4,2,Normal,155000
1936,4,6,630,1,1,0,Normal,84500
8125,7,6,1665,2,3,2,Normal,205950
9084,4,5,1510,1,4,1,Normal,108000
8750,7,5,1716,2,2,2,Normal,191000
10320,6,7,1469,1,3,1,Normal,135000
10437,8,6,2113,2,2,3,Normal,350000
1680,6,5,1092,1,3,1,Family,88000
10007,5,7,1053,1,3,1,Normal,145500
7200,7,6,1502,1,3,1,Normal,149000
17503,6,5,1458,1,3,1,Abnorml,97500
9937,5,7,1486,1,3,2,Normal,167000
12384,7,7,1935,2,3,2,Normal,197900
46589,8,7,2448,2,4,3,Normal,402000
13560,6,3,1392,1,2,2,Normal,110000
10012,4,5,1181,2,3,2,Normal,137500
20896,8,5,2097,1,1,3,Partial,423000
11194,8,5,1936,2,3,2,Normal,230500
18450,6,5,2380,2,3,2,Abnorml,129000
8125,6,5,1679,2,3,2,Normal,193500
14175,5,6,1437,1,3,2,Normal,168000
11600,4,5,1180,1,2,1,Normal,137500
8633,6,5,1476,2,3,2,Normal,173500
6629,6,6,1369,2,3,1,Normal,103600
11250,6,6,1208,1,3,2,Normal,165000
14442,6,7,1839,2,3,2,Normal,257500
9200,6,6,1136,1,3,1,Normal,140000
2289,6,6,1441,2,3,2,Normal,148500
9600,4,2,1774,2,4,3,Normal,87000
9022,5,8,792,1,2,1,Normal,109500
11844,8,5,2046,2,3,3,Partial,372500
9945,5,5,988,1,3,2,Normal,128500
8012,6,5,923,2,2,1,Normal,143000
4500,5,5,1520,1,3,1,Abnorml,159434
2887,6,5,1291,1,2,2,Normal,173000
11248,9,5,1668,2,3,3,Normal,285000
16770,7,5,1839,2,4,2,Normal,221000
5062,7,5,2090,2,3,2,Normal,207500
10207,7,6,1761,3,3,2,Partial,227875
5105,7,5,1102,2,2,2,Normal,148800
8089,8,6,1419,2,2,2,Partial,392000
7577,6,5,1362,2,2,2,Normal,194700
4426,6,5,848,1,1,2,Normal,141000
21535,10,6,4316,3,4,3,Normal,755000
26178,7,5,2519,2,4,2,Normal,335000
5400,5,6,1073,1,2,1,Abnorml,108480
6120,5,6,1539,1,3,2,Normal,141500
13811,6,6,1137,2,2,2,Normal,176000
6000,5,7,616,1,2,1,Normal,89000
6420,5,7,1148,1,2,1,Normal,123500
8450,5,8,894,1,3,1,Normal,138500
4282,7,5,1391,2,2,2,Normal,196000
14331,8,5,1800,2,3,3,Normal,312500
9600,7,5,1164,1,3,2,Normal,140000
12438,8,5,2576,2,4,3,Partial,361919
7630,5,9,1812,2,4,2,Normal,140000
8400,7,5,1484,2,3,2,Normal,213000
5600,4,5,1092,2,3,0,Normal,55000
115149,7,5,1824,2,2,2,Normal,302000
6240,8,5,1324,2,2,2,Normal,254000
9018,7,5,1456,2,3,2,Partial,179540
7162,5,7,904,1,3,1,Abnorml,109900
4130,3,6,729,1,2,0,Normal,52000
8712,4,7,1178,1,2,1,Abnorml,102776
4671,8,5,1228,2,2,2,Normal,189000
9873,4,5,960,1,3,2,Normal,129000
13517,6,8,1479,2,3,2,Normal,130500
10140,6,5,1350,2,3,2,Normal,165000
10800,7,8,2554,1,3,2,Normal,159500
10000,5,6,1178,1,3,2,Normal,157000
10542,7,5,2418,2,3,3,Normal,341000
9920,5,6,971,1,3,1,Normal,128500
6563,8,5,1742,2,2,2,Normal,275000
4426,6,5,848,1,1,2,Normal,143000
8120,4,7,864,1,3,2,Normal,124500
8172,4,6,1470,2,4,1,Normal,135000
13286,9,5,1698,2,3,3,Normal,320000
6960,4,6,864,1,3,2,Normal,120500
21695,6,9,1680,2,3,2,Normal,222000
7314,7,5,1232,2,2,2,Normal,194500
11475,5,5,1776,2,4,3,Abnorml,110000
6240,4,5,1208,1,2,2,Normal,103000
5389,8,5,1616,2,2,2,Normal,236500
9590,7,5,1146,2,3,2,Normal,187500
11404,7,5,2031,2,3,2,Normal,222500
10000,5,6,1144,1,3,1,Normal,131400
8978,5,5,948,1,3,1,Family,108000
10800,7,7,1768,1,2,2,Normal,163000
8544,3,4,1040,2,2,2,Normal,93500
10463,8,5,1801,2,3,3,Normal,239900
10800,5,5,1200,3,3,0,Alloca,179000
9313,7,5,1728,2,3,2,Normal,190000
9600,5,7,1432,2,2,2,Abnorml,132000
6768,6,8,912,1,3,1,Normal,142000
8450,7,5,1349,2,3,2,Normal,179000
12886,5,6,1464,2,3,2,Normal,175000
5395,8,5,1337,2,2,2,Normal,180000
8963,8,9,2715,3,4,2,Normal,299800
8795,7,5,2256,2,4,2,Normal,236000
11700,7,7,2640,1,4,4,Normal,265979
10593,7,5,1720,2,3,2,Normal,260400
8405,4,3,1529,2,4,1,Normal,98000
8800,4,7,1140,1,3,0,Normal,96500
7750,7,5,1320,2,3,2,Normal,162000
9236,6,5,1494,2,3,2,Normal,217000
10240,8,5,2098,2,3,3,Normal,275500
7930,6,8,1026,1,3,2,Normal,156000
3230,6,5,1471,2,3,2,Normal,172500
10769,8,5,1768,2,3,2,Normal,212000
11616,6,5,1386,2,3,2,Abnorml,158900
2280,7,5,1501,2,3,2,Normal,179400
12257,8,5,2531,2,4,3,Normal,290000
9100,6,6,864,1,2,1,Normal,127500
6911,5,5,1301,1,2,2,Normal,100000
8640,7,5,1547,2,3,2,Normal,215200
9430,8,5,2365,2,3,3,Normal,337000
9549,8,5,1494,1,2,2,Normal,270000
14587,9,5,1506,2,2,2,Partial,264132
10421,7,5,1714,2,3,2,Normal,196500
12508,6,7,1750,2,4,1,Normal,160000
9100,7,5,1836,2,3,2,Normal,216837
53504,8,5,3279,3,4,3,Normal,538000
7252,5,5,858,1,2,2,Normal,134900
8877,4,5,1220,1,2,2,Normal,102000
7819,6,5,1117,1,3,2,Abnorml,107000
10150,5,5,912,1,2,1,Normal,114500
14226,8,5,1973,2,3,3,Partial,395000
4500,6,5,1204,2,2,2,Normal,162000
11210,7,5,1614,2,3,3,Partial,221500
13350,5,5,894,1,3,2,Normal,142500
8400,5,5,2020,2,4,2,Normal,144000
10530,6,5,1004,1,2,2,Normal,135000
7875,7,5,1253,2,3,2,Normal,176000
7153,6,5,1603,2,3,2,Normal,175900
16285,7,5,1430,2,3,2,Normal,187100
9101,5,6,1110,1,1,2,Normal,165500
6300,6,6,1484,2,3,0,Normal,128000
9790,6,5,1342,2,3,2,Normal,161500
10800,5,6,1652,2,4,1,Normal,139000
10142,7,5,2084,2,4,2,Normal,233000
6000,4,7,901,1,2,1,Normal,107900
12205,6,8,2087,2,5,2,Normal,187500
3182,7,5,1145,2,2,2,Normal,160200
11333,6,5,1062,1,3,2,Normal,146800
9920,7,5,2013,2,3,2,Normal,269790
9158,8,5,1496,2,3,2,Partial,225000
10832,7,5,1895,2,3,2,Normal,194500
8400,6,6,1564,2,3,2,Normal,171000
8197,6,5,1285,1,3,2,Normal,143500
7677,5,5,773,1,2,1,Abnorml,110000
13518,9,5,3140,3,4,3,Partial,485000
7200,5,7,1768,1,3,1,Normal,175000
12798,6,5,1688,2,4,2,Normal,200000
4800,4,7,1196,1,2,2,Normal,109900
8199,7,5,1456,2,3,2,Normal,189000
13891,9,5,2822,3,4,3,Partial,582933
9000,5,5,1128,1,2,1,Family,118000
12274,7,5,1428,2,3,2,Partial,227680
9750,5,5,980,2,3,1,Normal,135500
21384,5,6,1576,1,3,2,Normal,223500
13400,5,5,1086,1,3,2,Normal,159950
8100,5,5,2138,2,2,2,Normal,106000
10140,6,6,1309,1,3,2,Normal,181000
4438,6,5,848,1,1,2,Normal,144500
8712,5,5,1044,1,2,2,Alloca,55993
9750,6,6,1442,1,4,1,Normal,157900
8248,5,7,1250,1,3,1,Normal,116000
12137,7,5,1661,2,3,2,Normal,224900
11425,5,6,1008,1,2,1,Normal,137000
13265,8,5,1689,2,3,3,Normal,271000
8816,6,7,1052,1,3,2,Normal,155000
6371,7,5,1358,2,2,2,Partial,224000
7226,7,5,1640,2,3,2,Normal,183000
6000,4,4,936,1,2,2,Normal,93000
12394,7,5,1733,2,3,2,Family,225000
9900,6,7,1489,2,3,1,Normal,139500
11216,8,5,1489,2,3,2,Partial,232600
14803,10,5,2084,2,2,3,Partial,385000
6130,5,6,784,1,2,0,Normal,109500
8529,7,5,1434,2,3,2,Normal,189000
28698,5,5,2126,2,3,2,Abnorml,185000
2544,7,5,1223,2,2,2,Normal,147400
11900,6,5,1392,1,3,2,Normal,166000
3180,7,5,1200,2,2,2,Normal,151000
9548,7,6,1829,2,3,2,Normal,237000
10004,6,6,1516,1,3,2,Normal,167000
7875,5,6,1144,1,3,2,Normal,139950
9600,4,7,1067,2,2,2,Normal,128000
8100,5,6,1559,1,2,2,Normal,153500
1680,6,5,987,1,2,1,Normal,100000
9525,5,6,1099,1,3,1,Normal,144000
11767,5,6,1200,1,3,1,Normal,130500
12155,6,8,1482,2,4,1,Normal,140000
10440,5,8,1539,2,3,2,Normal,157500
9020,6,7,1165,1,3,2,Normal,174900
8000,5,4,1800,2,6,0,Normal,141000
12665,5,8,1416,1,4,3,Normal,153900
16647,5,5,1701,2,3,2,Normal,171000
9317,7,5,1775,2,3,2,Normal,213000
15523,5,6,864,1,3,1,Normal,133500
45600,6,8,2358,3,5,2,Normal,240000
9600,6,7,1855,2,3,2,Normal,187000
4435,6,5,848,1,1,2,Normal,131500
3196,8,5,1456,2,2,2,Normal,215000
7128,7,5,1646,2,4,1,Normal,164000
12095,6,6,1445,1,3,2,Normal,158000
17920,5,4,1779,1,3,2,Abnorml,170000
6897,5,8,1040,1,3,1,Normal,127000
10970,6,6,1026,1,3,2,Normal,147000
8125,6,5,1481,2,3,2,Normal,174000
10400,7,5,1370,2,3,2,Family,152000
11029,6,7,2654,2,4,2,Normal,250000
7642,7,8,1426,1,3,1,Normal,189950
11625,5,4,1039,1,3,2,Normal,131500
9672,6,5,1097,2,3,2,Normal,152000
7931,5,5,1148,1,3,1,Normal,132500
8640,7,5,1372,2,3,2,Partial,250580
8750,5,6,1002,1,3,2,Normal,148500
10656,8,5,1646,2,3,3,Partial,248900
6970,4,5,1120,1,3,2,Normal,129000
14762,5,6,2320,2,2,2,Normal,169000
9938,7,5,1949,2,3,2,Normal,236000
6600,5,5,894,1,2,1,Normal,109500
8750,6,5,1682,2,3,2,Normal,200500
8892,5,7,910,1,3,2,Normal,116000
12144,5,7,1268,1,3,1,Normal,133000
5720,5,6,1131,1,3,1,Abnorml,66500
9000,8,5,2610,2,4,2,Partial,303477
25286,4,5,1040,1,3,2,Normal,132250
8834,9,5,2224,2,4,3,Normal,350000
11782,5,7,1155,1,3,2,Normal,148000
7000,5,8,864,1,3,1,Normal,136500
7024,5,5,1090,1,2,2,Normal,157000
13758,7,5,1717,2,3,2,Normal,187500
9636,6,5,1593,2,3,2,Normal,178000
6204,4,5,2230,1,5,1,Normal,118500
7150,5,5,892,1,3,1,Normal,100000
5119,9,5,1709,2,2,2,Abnorml,328900
8393,5,5,1712,2,4,2,Family,145000
16466,5,7,1393,1,3,1,Normal,135500
15865,8,6,2217,2,4,2,Normal,268000
12160,6,4,1505,1,2,2,Normal,149500
8064,5,7,924,1,3,2,Normal,122900
11184,6,5,1683,2,3,2,Normal,172500
8414,6,8,1068,1,3,1,Normal,154500
13284,5,5,1383,1,3,1,Normal,165000
7018,5,5,1535,2,4,2,Alloca,118858
7056,6,5,1796,1,4,2,Normal,140000
8765,4,6,951,1,2,1,Abnorml,106500
7018,5,5,2240,2,6,2,Alloca,142953
12919,9,5,2364,2,2,3,Partial,611657
6993,5,7,1236,1,3,1,Normal,135000
7340,4,6,858,1,2,1,Normal,110000
8712,5,7,1306,1,2,1,Normal,153000
7875,7,5,1509,2,3,2,Normal,180000
14859,7,5,1670,2,3,3,Partial,240000
6173,5,6,902,1,3,1,Normal,125500
9920,5,5,1063,1,3,1,Normal,128000
13501,8,5,1636,2,3,3,Normal,255000
11500,7,7,2057,1,3,1,Normal,250000
8885,5,5,902,1,2,2,Normal,131000
12589,6,5,1484,2,3,2,Normal,174000
11600,5,5,2274,2,5,2,Normal,154300
9286,5,7,1268,1,3,1,Normal,143500
6120,5,7,1015,1,3,1,Abnorml,88000
6270,5,6,2002,2,4,3,Normal,145000
3000,6,5,1224,2,2,2,Partial,173733
2001,4,5,1092,1,3,1,Normal,75000
9000,2,3,480,0,1,1,Abnorml,35311
17140,4,6,1229,1,3,1,Normal,135000
13125,7,5,2127,2,4,3,Normal,238000
11029,6,8,1414,1,3,2,Normal,176500
8462,6,5,1721,2,3,2,Normal,201000
8777,5,7,2200,2,4,0,Normal,145900
10237,6,5,1316,2,3,2,Partial,169990
8012,6,5,1617,2,2,2,Normal,193000
10240,6,6,1686,2,3,2,Normal,207500
15611,5,6,1126,2,3,2,Abnorml,175000
11999,8,5,2374,2,4,3,Normal,285000
9900,7,5,1978,2,4,2,Normal,176000
11838,8,5,1788,2,3,2,Normal,236500
13006,7,5,2236,2,4,2,Normal,222000
8925,8,5,1466,2,3,3,Normal,201000
9100,5,6,925,1,2,1,Normal,117500
11670,9,5,1905,2,3,3,Normal,320000
8487,7,5,1500,2,3,2,Normal,190000
27650,7,7,2069,2,4,2,Normal,242000
5825,4,5,747,1,1,2,Normal,79900
10083,7,5,1200,2,2,2,Normal,184900
9675,7,5,1971,2,3,2,Normal,253000
8760,7,5,1962,2,3,3,Partial,239799
24090,7,7,2403,2,4,1,Normal,244400
12640,6,5,1728,2,4,2,Normal,150900
8755,7,5,2060,2,3,2,Normal,214000
7711,4,3,1440,2,4,0,Abnorml,150000
25000,5,4,1632,2,4,2,Normal,143000
14375,6,6,1344,1,3,2,Abnorml,137500
8820,5,6,1869,1,2,2,Normal,124900
8163,5,6,1144,1,3,1,Normal,143000
14536,8,5,1629,2,3,3,Normal,270000
14006,7,5,1776,2,3,2,Normal,192500
9360,6,7,1381,1,3,2,Normal,197500
7200,5,8,864,1,3,2,Normal,129000
7800,5,5,965,1,3,1,Abnorml,119900
7200,5,8,768,1,2,1,Normal,133900
11075,5,4,1968,2,4,2,Normal,172000
9400,6,5,980,2,4,0,AdjLand,127500
7136,6,6,1958,2,4,2,Normal,145000
1300,6,6,1229,1,2,2,Normal,124000
7420,5,5,1057,1,3,2,Normal,132000
8450,7,5,1337,2,3,2,Normal,185000
2572,7,5,1416,2,3,2,Normal,155000
7207,5,7,858,1,2,0,Normal,116500
12227,6,7,2872,2,4,2,Normal,272000
2308,6,6,1548,2,3,2,Normal,155000
11923,9,5,1800,2,2,2,Normal,239000
11316,7,5,1894,2,4,2,Normal,214900
10237,6,5,1484,2,3,2,Partial,178900
9600,5,7,1308,1,2,1,Normal,160000
7390,5,7,1098,1,3,1,Normal,135000
5925,3,6,968,1,2,0,Abnorml,37900
10382,6,5,1095,1,2,1,Normal,140000
10800,4,4,1192,1,4,0,Abnorml,135000
2268,7,5,1626,2,2,2,Normal,173000
7892,6,5,918,2,2,1,Normal,99500
11639,7,5,1428,2,3,2,Partial,182000
11414,7,8,2019,1,3,2,Normal,167500
2651,7,5,1382,2,3,2,Normal,165000
5900,4,7,869,1,2,0,Normal,85500
4274,7,5,1241,1,1,2,Partial,199900
9450,4,5,894,1,3,2,Abnorml,110000
8816,5,6,1121,1,3,2,Normal,139000
12122,7,9,999,1,3,2,Normal,178400
12203,8,5,2612,2,4,3,Normal,336000
3182,7,5,1266,2,2,2,Normal,159895
11250,8,5,2290,2,4,2,Normal,255900
10125,5,5,1734,2,4,2,Normal,126000
10880,5,5,1164,1,3,1,Normal,125000
5310,6,8,1635,1,2,1,Normal,117000
10159,9,5,1940,2,3,3,Partial,395192
12046,6,6,2030,2,4,2,Normal,195000
8125,7,5,1576,2,3,2,Partial,197000
9452,8,5,2392,2,3,3,Normal,348000
17671,8,9,1742,1,4,2,Normal,168000
9760,6,8,1851,2,3,2,Normal,187000
8846,6,5,1500,2,3,2,Partial,173900
12456,10,5,1718,2,3,3,Normal,337500
4712,4,7,1230,1,3,1,Abnorml,121600
10659,5,6,1050,1,3,1,Normal,136500
11717,6,6,1442,2,2,2,Normal,185000
9786,3,4,1077,1,3,1,Normal,91000
6762,7,5,1208,2,2,2,Normal,206000
10206,3,3,944,1,2,2,Normal,82000
5400,5,6,691,1,2,1,Abnorml,86000
11957,8,5,1574,2,3,3,Normal,232000
11500,5,6,1680,2,4,2,Normal,136905
3182,7,5,1504,2,1,2,Normal,181000
8385,5,8,985,2,3,1,Normal,149900
12155,6,3,1657,2,3,2,Normal,163500
2217,4,4,1092,1,3,1,Normal,88000
12118,7,5,1710,2,3,2,Normal,240000
6000,5,5,1522,2,4,0,Normal,102000
21286,5,5,1271,2,4,1,Normal,135000
9825,5,5,1664,2,4,0,Normal,100000
10592,6,7,1502,1,3,1,Normal,165000
7200,5,4,1022,1,2,1,Normal,85000
11664,6,5,1082,1,2,1,Normal,119200
8400,8,6,1665,2,3,2,Normal,227000
11883,7,5,1504,2,3,2,Normal,203000
5814,8,5,1360,1,1,2,Abnorml,187500
10784,7,5,1472,2,3,2,Normal,160000
3013,7,5,1506,2,2,2,Normal,213490
7024,4,5,1132,1,2,2,Normal,176000
7406,7,5,1220,2,2,2,Partial,194000
9439,5,5,1248,1,2,1,Normal,87000
3182,7,5,1504,2,2,2,Normal,191000
15498,8,6,2898,2,2,2,Abnorml,287000
7700,5,5,882,1,3,2,Normal,112500
9300,5,5,1264,1,3,2,Normal,167500
9520,8,5,1646,2,3,3,Partial,293077
9492,5,5,1376,1,3,1,Normal,105000
1680,6,7,1218,1,3,1,Normal,118000
7082,5,8,1928,2,5,0,Normal,160000
15863,7,3,3082,2,5,2,Normal,197000
14541,8,7,2520,2,5,3,Abnorml,310000
8125,7,5,1654,2,3,3,Normal,230000
6305,5,7,954,1,2,1,Normal,119750
11500,4,3,845,1,3,1,Normal,84000
12898,9,5,1620,2,2,3,Normal,315500
9240,8,5,2263,2,3,2,Normal,287000
1533,4,6,1344,1,3,0,Normal,97000
1477,4,4,630,1,1,1,Normal,80000
13125,5,4,1803,2,3,2,Normal,155000
9130,6,8,1632,1,4,2,Normal,173000
5381,6,5,1306,2,1,2,Normal,196000
11839,7,5,2329,2,4,2,Normal,262280
9600,8,5,2524,2,4,2,Normal,278000
13680,3,5,1733,2,4,2,Normal,139600
16056,9,5,2868,3,4,3,Partial,556581
9245,5,5,990,1,3,2,Normal,145000
21750,5,4,1771,1,3,2,Normal,115000
11100,4,7,930,1,2,1,Abnorml,84900
8993,7,5,1302,2,3,2,Partial,176485
11175,7,5,1316,2,3,2,Partial,200141
9500,6,6,1977,1,4,2,Normal,165000
8562,5,6,1526,1,4,1,Normal,144500
11367,8,5,1989,2,3,2,Normal,255000
11361,6,5,1523,2,3,2,Abnorml,180000
7052,7,5,1364,2,2,2,Normal,185850
29959,7,6,1850,2,3,2,Normal,248000
11308,9,5,2184,2,3,3,Normal,335000
11275,6,7,1991,1,3,2,Normal,220000
4920,8,5,1338,2,2,2,Normal,213500
18000,3,4,894,1,2,3,Normal,81000
13600,5,5,2337,2,5,2,Normal,90000
6000,6,6,1103,1,2,2,Normal,110500
11000,5,6,1154,1,3,2,Normal,154000
14000,7,5,2260,2,3,2,Normal,328000
7837,6,7,1571,2,3,2,Normal,178000
9760,6,6,1611,1,4,2,Normal,167900
3964,6,4,2521,2,5,2,Normal,151400
9600,5,7,893,1,2,2,Normal,135000
10152,5,5,1048,1,3,1,Normal,135000
11700,6,6,1556,1,4,2,Normal,154000
7585,5,3,1456,1,4,1,Normal,91500
7950,6,6,1426,1,3,2,Normal,159500
8556,7,5,1240,2,2,3,Normal,194000
13125,7,6,1740,1,3,1,Normal,219500
10800,5,8,1466,2,3,2,Normal,170000
15870,5,5,1096,1,3,1,Abnorml,138800
4435,6,5,848,1,1,2,Normal,155900
8775,5,5,990,1,3,1,Normal,126000
11040,6,7,1258,2,3,2,Abnorml,145000
7500,5,5,1040,1,3,1,Normal,133000
8749,7,5,1459,2,3,2,Normal,192000
8800,6,6,1251,1,3,1,Normal,160000
13031,6,5,1498,2,3,2,Normal,187500
9069,6,6,996,1,2,2,Normal,147000
1974,4,5,1092,1,3,1,Normal,83500
10574,8,5,1953,2,3,3,Normal,252000
2522,7,5,1709,2,3,2,Normal,137500
3316,8,5,1247,1,1,2,Normal,197000
8544,3,4,1040,2,2,2,Normal,92900
2160,7,5,1252,2,2,2,Normal,160000
8400,6,5,1694,2,4,2,Normal,136500
9230,5,8,1200,1,1,2,Normal,146000
5868,5,7,936,1,2,1,Normal,129000
9317,6,5,1314,2,3,2,Normal,176432
6882,6,7,1355,1,3,0,Normal,127000
3696,8,5,1088,1,2,2,Normal,170000
6000,4,6,1324,1,3,1,Normal,128000
11880,7,5,1601,2,3,2,Abnorml,157000
8400,2,5,438,1,1,1,Normal,60000
9758,5,5,950,1,3,1,Normal,119500
7000,5,7,1134,1,2,1,Family,135000
8910,6,6,1194,1,3,2,Normal,159500
2016,5,5,1302,2,3,2,Normal,106000
12256,8,5,2622,2,3,2,Normal,325000
10357,7,5,1442,2,3,2,Normal,179900
23257,7,5,2021,2,3,2,Partial,274725
8063,6,5,1690,2,3,2,Abnorml,181000
11362,8,5,1836,2,3,3,Normal,280000
8000,6,5,1658,2,3,2,Normal,188000
10480,7,6,1964,2,4,2,Normal,205000
7100,5,7,816,1,2,1,Normal,129900
8923,5,7,1008,1,2,1,Normal,134500
5400,5,7,833,1,2,1,Normal,117000
12085,8,5,1734,2,3,3,Partial,318000
7750,8,5,1419,2,3,2,Normal,184100
9764,5,7,894,1,3,2,Normal,130000
13825,5,6,1601,1,3,1,Normal,140000
7560,5,5,1040,1,3,1,Normal,133700
8263,6,5,1012,1,2,1,Normal,118400
10084,7,5,1552,2,3,3,Partial,212900
8926,4,3,960,1,3,1,Abnorml,112000
9405,5,9,698,1,2,0,Normal,118000
9125,7,5,1482,2,3,2,Normal,163900
10434,4,5,1005,1,2,2,Normal,115000
3684,7,5,1555,2,2,3,Normal,174000
14572,7,5,1530,2,3,3,Family,259000
11796,7,5,1959,2,4,2,Normal,215000
7200,5,5,936,1,2,2,Normal,140000
7804,4,3,1981,2,4,2,Normal,135000
10712,5,5,974,1,3,0,Abnorml,93500
9900,6,4,2210,2,5,1,Normal,117500
9828,8,5,2020,2,3,2,Normal,239500
8773,6,5,1600,2,3,2,Normal,169000
6180,6,5,986,1,2,1,Normal,102000
9600,6,5,1252,1,3,1,Abnorml,119000
6342,5,8,1020,1,2,0,Normal,94000
9819,6,5,1567,2,2,2,Normal,196000
8731,5,5,1167,1,3,2,Normal,144000
7350,5,7,952,1,2,2,Abnorml,139000
10304,5,7,1868,2,4,2,Normal,197500
9965,8,5,2828,3,4,3,Partial,424870
9000,5,3,1006,1,3,0,Normal,80000
12180,4,4,924,1,2,1,Normal,80000
6240,5,6,1576,1,3,1,Family,149000
11200,6,5,1298,2,3,2,Normal,180000
12000,7,7,1564,1,3,1,Normal,174500
5700,7,7,1111,1,2,1,Normal,116900
9000,7,9,1482,1,3,2,Normal,143000
8280,6,5,932,1,2,1,Normal,124000
17755,5,4,1466,1,3,2,Normal,149900
14115,6,7,1811,1,2,2,Abnorml,230000
5890,6,8,816,1,2,1,Normal,120500
13700,7,6,1820,1,4,2,Normal,201800
10768,5,8,1437,2,3,2,Normal,218000
9350,5,8,1265,2,3,2,Normal,179900
5001,7,5,1314,2,2,2,Normal,230000
11932,8,5,1580,2,3,3,Partial,235128
9120,6,6,1876,2,4,2,Normal,185000
2280,6,5,1456,2,3,2,Normal,146000
14778,6,7,1640,1,3,2,Normal,224000
8724,5,5,894,1,3,2,Normal,129000
12900,4,4,1258,0,0,2,Alloca,108959
16157,5,7,1432,1,2,2,Normal,194000
9541,7,5,1502,2,3,2,Partial,233170
10475,8,5,1694,2,3,3,Normal,245350
10852,6,5,1671,2,3,2,Normal,173000
13728,6,7,2108,2,4,2,Normal,235000
35760,10,5,3627,3,4,3,Normal,625000
9880,6,6,1118,1,3,1,Normal,171000
9120,6,6,1261,1,3,2,Normal,163000
4017,7,5,1250,2,2,2,Normal,171900
18030,5,6,3086,3,3,0,Normal,200500
16560,6,8,2345,2,4,2,Normal,239000
10678,8,5,2872,2,4,2,Normal,285000
6951,5,5,923,1,3,1,Normal,119500
3950,6,8,1224,1,3,1,Normal,115000
7681,5,6,1343,1,3,1,Normal,154900
8335,5,5,1124,1,3,0,Normal,93000
11170,7,5,2514,2,4,2,Normal,250000
5587,8,5,1652,2,2,2,Partial,392500
15623,10,5,4476,3,4,3,Abnorml,745000
10800,5,6,1130,1,2,2,Normal,120000
35133,5,4,1572,1,3,3,Normal,186700
9738,5,7,1221,1,4,1,Normal,104900
10615,3,5,1699,2,3,2,Abnorml,95000
12461,8,5,1624,2,2,3,Normal,262000
8935,7,5,1660,2,3,2,Normal,195000
7500,7,5,1804,2,3,2,Normal,189000
32463,4,4,1622,1,3,4,Normal,168000
2645,8,5,1441,2,2,2,Normal,174000
9600,5,8,1472,1,3,1,Normal,125000
4500,6,5,1224,2,2,2,Normal,165000
9364,6,7,1352,1,4,1,Normal,158000
8029,6,5,1456,2,3,2,Normal,176000
14054,7,5,1863,2,4,3,Partial,219210
8850,7,6,1690,1,3,1,Normal,144000
9100,7,5,1212,2,3,2,Normal,178000
11235,4,5,1382,1,3,2,Normal,148000
9353,4,5,864,1,3,1,Abnorml,116050
10400,7,5,1779,2,3,2,Normal,197900
6000,5,8,1348,1,3,1,Normal,117000
9750,7,5,1630,2,3,2,Normal,213000
10140,5,6,1074,1,3,2,Normal,153500
14684,7,7,2196,2,3,3,Normal,271900
8900,4,4,1056,1,2,1,Normal,107000
9135,6,5,1700,2,3,2,Normal,200000
7763,5,7,1283,1,3,2,Normal,140000
10182,8,5,1660,2,3,2,Partial,290000
